sample,status,diameter_nm,energy_map,closure,reactive,theta_bri,N_react_umol_g,TOF_s_1,iterations,inventory_residual,charge_residual
A600,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z4,0.816751,0.0374606,60.3301,12,7.1e-15,0.0e+00
A600,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z8,0.816751,4.22416e-05,53501.8,12,7.1e-15,0.0e+00
R500,VALID,300,LI_CONT_xi0.25,NEUTRAL,BRI,0.986557,40.1274,0.0939508,11,2.1e-12,0.0e+00
R500,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z2,0.986557,0.00725178,519.873,11,2.1e-12,0.0e+00
R500,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z4,0.986557,1.31053e-06,2.87669e+06,11,2.1e-12,0.0e+00
R500,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z8,0.986557,4.28011e-14,8.80818e+13,11,2.1e-12,0.0e+00
R600,VALID,300,LI_CONT_xi0.25,NEUTRAL,BRI,0.999836,40.6675,0.0963914,11,2.0e-13,0.0e+00
R600,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z2,0.999836,1.09564e-06,3.57782e+06,11,2.0e-13,0.0e+00
R600,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z4,0.999836,2.9518e-14,1.328e+14,11,2.0e-13,0.0e+00
R600,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z8,0.999836,2.14252e-29,1.82962e+29,11,2.0e-13,0.0e+00
R800,VALID,300,LI_CONT_xi0.25,NEUTRAL,BRI,0.999988,40.6737,0.0494177,10,2.3e-13,0.0e+00
R800,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z2,0.999988,6.08938e-09,3.30083e+08,10,2.3e-13,0.0e+00
R800,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z4,0.999988,9.1166e-19,2.20477e+18,10,2.3e-13,0.0e+00
R800,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z8,0.999988,2.04339e-38,9.83658e+37,10,2.3e-13,0.0e+00
R1000,VALID,300,LI_CONT_xi0.25,NEUTRAL,BRI,0.999999,40.6741,0.00111619,8,9.1e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z2,0.999999,5.42825e-11,8.36366e+08,8,9.1e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z4,0.999999,7.24438e-23,6.26693e+20,8,9.1e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.25,NEUTRAL,ISO_z8,0.999999,1.29028e-46,3.51862e+44,8,9.1e-13,0.0e+00
A600,VALID,300,LI_CONT_xi0.5,NEUTRAL,BRI,0.578649,23.5361,0.0960227,12,8.9e-15,0.0e+00
A600,VALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z2,0.578649,4.17851,0.540862,12,8.9e-15,0.0e+00
A600,VALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z4,0.578649,0.741838,3.04649,12,8.9e-15,0.0e+00
A600,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z8,0.578649,0.0233821,96.6552,12,8.9e-15,0.0e+00
R500,VALID,300,LI_CONT_xi0.5,NEUTRAL,BRI,0.898914,36.5626,0.103111,11,-1.4e-14,0.0e+00
R500,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z2,0.898914,0.373611,10.0907,11,-1.4e-14,0.0e+00
R500,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z4,0.898914,0.00381771,987.502,11,-1.4e-14,0.0e+00
R500,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z8,0.898914,3.9863e-07,9.4574e+06,11,-1.4e-14,0.0e+00
R600,VALID,300,LI_CONT_xi0.5,NEUTRAL,BRI,0.995048,40.4728,0.0968552,11,-2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z2,0.995048,0.000992349,3950.22,11,-2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z4,0.995048,2.43313e-08,1.61109e+08,11,-2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z8,0.995048,1.46274e-17,2.67989e+17,11,-2.8e-14,0.0e+00
R800,VALID,300,LI_CONT_xi0.5,NEUTRAL,BRI,0.999875,40.6691,0.0494233,10,1.6e-10,0.0e+00
R800,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z2,0.999875,6.39924e-07,3.141e+06,10,1.6e-10,0.0e+00
R800,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z4,0.999875,1.00691e-14,1.9962e+14,10,1.6e-10,0.0e+00
R800,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z8,0.999875,2.49299e-30,8.06261e+29,10,1.6e-10,0.0e+00
R1000,VALID,300,LI_CONT_xi0.5,NEUTRAL,BRI,0.999998,40.6741,0.00111619,8,1.9e-10,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z2,0.999998,1.13481e-10,4.00067e+08,8,1.9e-10,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z4,0.999998,3.16613e-22,1.43393e+20,8,1.9e-10,0.0e+00
R1000,INVALID,300,LI_CONT_xi0.5,NEUTRAL,ISO_z8,0.999998,2.46456e-45,1.84212e+43,8,1.9e-10,0.0e+00
A600,VALID,300,LI_CONT_xi1,NEUTRAL,BRI,0.353322,14.3711,0.15726,12,1.8e-14,0.0e+00
A600,VALID,300,LI_CONT_xi1,NEUTRAL,ISO_z2,0.353322,6.00988,0.376048,12,1.8e-14,0.0e+00
A600,VALID,300,LI_CONT_xi1,NEUTRAL,ISO_z4,0.353322,2.51328,0.899222,12,1.8e-14,0.0e+00
A600,VALID,300,LI_CONT_xi1,NEUTRAL,ISO_z8,0.353322,0.439535,5.1418,12,1.8e-14,0.0e+00
R500,VALID,300,LI_CONT_xi1,NEUTRAL,BRI,0.691839,28.14,0.133973,11,3.6e-14,0.0e+00
R500,VALID,300,LI_CONT_xi1,NEUTRAL,ISO_z2,0.691839,2.67226,1.41079,11,3.6e-14,0.0e+00
R500,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z4,0.691839,0.253767,14.8562,11,3.6e-14,0.0e+00
R500,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z8,0.691839,0.00228847,1647.39,11,3.6e-14,0.0e+00
R600,VALID,300,LI_CONT_xi1,NEUTRAL,BRI,0.943854,38.3905,0.102109,10,2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z2,0.943854,0.121021,32.391,10,2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z4,0.943854,0.000381504,10275.1,10,2.8e-14,0.0e+00
R600,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z8,0.943854,3.79118e-09,1.03398e+09,10,2.8e-14,0.0e+00
R800,VALID,300,LI_CONT_xi1,NEUTRAL,BRI,0.995649,40.4972,0.049633,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z2,0.995649,0.000766631,2621.86,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z4,0.995649,1.45127e-08,1.385e+08,10,-5.7e-14,0.0e+00
R800,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z8,0.995649,5.2008e-18,3.86479e+17,10,-5.7e-14,0.0e+00
R1000,VALID,300,LI_CONT_xi1,NEUTRAL,BRI,0.999995,40.674,0.00111619,9,-2.3e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z2,0.999995,8.91566e-10,5.09217e+07,9,-2.3e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z4,0.999995,1.95429e-20,2.32309e+18,9,-2.3e-13,0.0e+00
R1000,INVALID,300,LI_CONT_xi1,NEUTRAL,ISO_z8,0.999995,9.38994e-42,4.83496e+39,9,-2.3e-13,0.0e+00
A600,VALID,300,PAB,LOCAL,BRI,0.0368564,1.49911,1.50757,11,-7.1e-15,3.6e-15
A600,VALID,300,PAB,LOCAL,ISO_z2,0.0368564,1.39064,1.62515,11,-7.1e-15,3.6e-15
A600,VALID,300,PAB,LOCAL,ISO_z4,0.0368564,1.29002,1.75191,11,-7.1e-15,3.6e-15
A600,VALID,300,PAB,LOCAL,ISO_z8,0.0368564,1.1101,2.03586,11,-7.1e-15,3.6e-15
R500,VALID,300,PAB,LOCAL,BRI,0.0947212,3.85271,0.978532,10,3.6e-14,7.1e-14
R500,VALID,300,PAB,LOCAL,ISO_z2,0.0947212,3.15741,1.19402,10,3.6e-14,7.1e-14
R500,VALID,300,PAB,LOCAL,ISO_z4,0.0947212,2.58759,1.45695,10,3.6e-14,7.1e-14
R500,VALID,300,PAB,LOCAL,ISO_z8,0.0947212,1.7379,2.16928,10,3.6e-14,7.1e-14
R600,VALID,300,PAB,LOCAL,BRI,0.208942,8.49853,0.461256,9,-1.3e-13,2.0e-13
R600,VALID,300,PAB,LOCAL,ISO_z2,0.208942,5.31816,0.737098,9,-1.3e-13,2.0e-13
R600,VALID,300,PAB,LOCAL,ISO_z4,0.208942,3.32796,1.1779,9,-1.3e-13,2.0e-13
R600,VALID,300,PAB,LOCAL,ISO_z8,0.208942,1.3032,3.00797,9,-1.3e-13,2.0e-13
R800,VALID,300,PAB,LOCAL,BRI,0.344486,14.0117,0.143452,8,-2.8e-14,7.1e-15
R800,VALID,300,PAB,LOCAL,ISO_z2,0.344486,6.0208,0.333843,8,-2.8e-14,7.1e-15
R800,VALID,300,PAB,LOCAL,ISO_z4,0.344486,2.58713,0.776921,8,-2.8e-14,7.1e-15
R800,VALID,300,PAB,LOCAL,ISO_z8,0.344486,0.477692,4.20773,8,-2.8e-14,7.1e-15
R1000,VALID,300,PAB,LOCAL,BRI,0.609364,24.7854,0.00183172,6,-7.6e-11,4.1e-10
R1000,VALID,300,PAB,LOCAL,ISO_z2,0.609364,3.78216,0.0120037,6,-7.6e-11,4.1e-10
R1000,VALID,300,PAB,LOCAL,ISO_z4,0.609364,0.577144,0.0786632,6,-7.6e-11,4.1e-10
R1000,INVALID,300,PAB,LOCAL,ISO_z8,0.609364,0.0134392,3.37818,6,-7.6e-11,4.1e-10
A600,VALID,300,HAM,LOCAL,BRI,0.140305,5.70678,0.39602,11,-3.6e-15,2.1e-14
A600,VALID,300,HAM,LOCAL,ISO_z2,0.140305,4.21774,0.535831,11,-3.6e-15,2.1e-14
A600,VALID,300,HAM,LOCAL,ISO_z4,0.140305,3.11723,0.725002,11,-3.6e-15,2.1e-14
A600,VALID,300,HAM,LOCAL,ISO_z8,0.140305,1.70274,1.32728,11,-3.6e-15,2.1e-14
R500,VALID,300,HAM,LOCAL,BRI,0.330134,13.428,0.280758,10,0.0e+00,7.1e-15
R500,VALID,300,HAM,LOCAL,ISO_z2,0.330134,6.02539,0.625686,10,0.0e+00,7.1e-15
R500,VALID,300,HAM,LOCAL,ISO_z4,0.330134,2.70371,1.39438,10,0.0e+00,7.1e-15
R500,VALID,300,HAM,LOCAL,ISO_z8,0.330134,0.544391,6.92517,10,0.0e+00,7.1e-15
R600,VALID,300,HAM,LOCAL,BRI,0.592935,24.1172,0.16254,9,-2.8e-14,8.5e-14
R600,VALID,300,HAM,LOCAL,ISO_z2,0.592935,3.99626,0.980918,9,-2.8e-14,8.5e-14
R600,VALID,300,HAM,LOCAL,ISO_z4,0.592935,0.662187,5.91978,9,-2.8e-14,8.5e-14
R600,INVALID,300,HAM,LOCAL,ISO_z8,0.592935,0.0181817,215.601,9,-2.8e-14,8.5e-14
R800,VALID,300,HAM,LOCAL,BRI,0.76501,31.1161,0.0645967,8,8.5e-14,2.3e-13
R800,VALID,300,HAM,LOCAL,ISO_z2,0.76501,1.71825,1.1698,8,8.5e-14,2.3e-13
R800,INVALID,300,HAM,LOCAL,ISO_z4,0.76501,0.0948826,21.1841,8,8.5e-14,2.3e-13
R800,INVALID,300,HAM,LOCAL,ISO_z8,0.76501,0.000289326,6947.19,8,8.5e-14,2.3e-13
R1000,VALID,300,HAM,LOCAL,BRI,0.906144,36.8567,0.0012318,6,3.1e-10,6.5e-10
R1000,INVALID,300,HAM,LOCAL,ISO_z2,0.906144,0.324666,0.139836,6,3.1e-10,6.5e-10
R1000,INVALID,300,HAM,LOCAL,ISO_z4,0.906144,0.00285994,15.8745,6,3.1e-10,6.5e-10
R1000,INVALID,300,HAM,LOCAL,ISO_z8,0.906144,2.2192e-07,204578,6,3.1e-10,6.5e-10
A600,VALID,300,LI_SBR1,LOCAL,BRI,0.175042,7.11971,0.317429,11,3.6e-15,7.1e-15
A600,VALID,300,LI_SBR1,LOCAL,ISO_z2,0.175042,4.84535,0.466426,11,3.6e-15,7.1e-15
A600,VALID,300,LI_SBR1,LOCAL,ISO_z4,0.175042,3.29753,0.685362,11,3.6e-15,7.1e-15
A600,VALID,300,LI_SBR1,LOCAL,ISO_z8,0.175042,1.52727,1.47977,11,3.6e-15,7.1e-15
R500,VALID,300,LI_SBR1,LOCAL,BRI,0.405689,16.5011,0.22847,10,0.0e+00,3.6e-14
R500,VALID,300,LI_SBR1,LOCAL,ISO_z2,0.405689,5.82827,0.646847,10,0.0e+00,3.6e-14
R500,VALID,300,LI_SBR1,LOCAL,ISO_z4,0.405689,2.05858,1.83136,10,0.0e+00,3.6e-14
R500,INVALID,300,LI_SBR1,LOCAL,ISO_z8,0.405689,0.256816,14.6798,10,0.0e+00,3.6e-14
R600,VALID,300,LI_SBR1,LOCAL,BRI,0.689154,28.0308,0.139846,9,1.4e-14,5.7e-14
R600,VALID,300,LI_SBR1,LOCAL,ISO_z2,0.689154,2.70848,1.44731,9,1.4e-14,5.7e-14
R600,INVALID,300,LI_SBR1,LOCAL,ISO_z4,0.689154,0.261708,14.9785,9,1.4e-14,5.7e-14
R600,INVALID,300,LI_SBR1,LOCAL,ISO_z8,0.689154,0.00244342,1604.31,9,1.4e-14,5.7e-14
R800,VALID,300,LI_SBR1,LOCAL,BRI,0.842218,34.2565,0.058675,8,0.0e+00,5.7e-14
R800,VALID,300,LI_SBR1,LOCAL,ISO_z2,0.842218,0.852824,2.35688,8,0.0e+00,5.7e-14
R800,INVALID,300,LI_SBR1,LOCAL,ISO_z4,0.842218,0.0212312,94.6718,8,0.0e+00,5.7e-14
R800,INVALID,300,LI_SBR1,LOCAL,ISO_z8,0.842218,1.31585e-05,152753,8,0.0e+00,5.7e-14
R1000,VALID,300,LI_SBR1,LOCAL,BRI,0.957529,38.9467,0.00116569,6,9.3e-11,2.3e-13
R1000,INVALID,300,LI_SBR1,LOCAL,ISO_z2,0.957529,0.0702505,0.646259,6,9.3e-11,2.3e-13
R1000,INVALID,300,LI_SBR1,LOCAL,ISO_z4,0.957529,0.000126715,358.285,6,9.3e-11,2.3e-13
R1000,INVALID,300,LI_SBR1,LOCAL,ISO_z8,0.957529,4.12272e-10,1.10121e+08,6,9.3e-11,2.3e-13
A600,VALID,300,LI_L2,LOCAL,BRI,0.164692,6.69872,0.337378,11,0.0e+00,5.3e-15
A600,VALID,300,LI_L2,LOCAL,ISO_z2,0.164692,4.67396,0.48353,11,0.0e+00,5.3e-15
A600,VALID,300,LI_L2,LOCAL,ISO_z4,0.164692,3.2612,0.692995,11,0.0e+00,5.3e-15
A600,VALID,300,LI_L2,LOCAL,ISO_z8,0.164692,1.58768,1.42346,11,0.0e+00,5.3e-15
R500,VALID,300,LI_L2,LOCAL,BRI,0.384048,15.6208,0.241344,10,2.1e-14,4.3e-14
R500,VALID,300,LI_L2,LOCAL,ISO_z2,0.384048,5.9265,0.636126,10,2.1e-14,4.3e-14
R500,VALID,300,LI_L2,LOCAL,ISO_z4,0.384048,2.2485,1.67667,10,2.1e-14,4.3e-14
R500,INVALID,300,LI_L2,LOCAL,ISO_z8,0.384048,0.323654,11.6482,10,2.1e-14,4.3e-14
R600,VALID,300,LI_L2,LOCAL,BRI,0.666401,27.1053,0.144621,9,-2.8e-14,4.3e-14
R600,VALID,300,LI_L2,LOCAL,ISO_z2,0.666401,3.0165,1.29952,9,-2.8e-14,4.3e-14
R600,INVALID,300,LI_L2,LOCAL,ISO_z4,0.666401,0.335701,11.677,9,-2.8e-14,4.3e-14
R600,INVALID,300,LI_L2,LOCAL,ISO_z8,0.666401,0.00415769,942.832,9,-2.8e-14,4.3e-14
R800,VALID,300,LI_L2,LOCAL,BRI,0.830394,33.7756,0.0595104,8,-1.1e-13,5.7e-14
R800,VALID,300,LI_L2,LOCAL,ISO_z2,0.830394,0.971595,2.06876,8,-1.1e-13,5.7e-14
R800,INVALID,300,LI_L2,LOCAL,ISO_z4,0.830394,0.0279491,71.9165,8,-1.1e-13,5.7e-14
R800,INVALID,300,LI_L2,LOCAL,ISO_z8,0.830394,2.31277e-05,86908.8,8,-1.1e-13,5.7e-14
R1000,VALID,300,LI_L2,LOCAL,BRI,0.962147,39.1345,0.0011601,6,1.8e-10,6.8e-13
R1000,INVALID,300,LI_L2,LOCAL,ISO_z2,0.962147,0.0560745,0.809637,6,1.8e-10,6.8e-13
R1000,INVALID,300,LI_L2,LOCAL,ISO_z4,0.962147,8.03473e-05,565.047,6,1.8e-10,6.8e-13
R1000,INVALID,300,LI_L2,LOCAL,ISO_z8,0.962147,1.64961e-10,2.75216e+08,6,1.8e-10,6.8e-13
A600,VALID,300,LI_CONT_xi0.25,LOCAL,BRI,0.0957499,3.89455,0.580298,16,1.3e-11,4.1e-12
A600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z2,0.0957499,3.18445,0.709699,16,1.3e-11,4.1e-12
A600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z4,0.0957499,2.60382,0.867955,16,1.3e-11,4.1e-12
A600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z8,0.0957499,1.74087,1.2982,16,1.3e-11,4.1e-12
R500,VALID,300,LI_CONT_xi0.25,LOCAL,BRI,0.171169,6.96214,0.5415,12,3.4e-11,1.4e-11
R500,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z2,0.171169,4.78272,0.788254,12,3.4e-11,1.4e-11
R500,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z4,0.171169,3.28555,1.14745,12,3.4e-11,1.4e-11
R500,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z8,0.171169,1.5505,2.43147,12,3.4e-11,1.4e-11
R600,VALID,300,LI_CONT_xi0.25,LOCAL,BRI,0.223143,9.07615,0.431901,9,5.7e-14,1.5e-16
R600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z2,0.223143,5.47752,0.715652,9,5.7e-14,1.5e-16
R600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z4,0.223143,3.30572,1.18582,9,5.7e-14,1.5e-16
R600,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z8,0.223143,1.20401,3.25578,9,5.7e-14,1.5e-16
R800,VALID,300,LI_CONT_xi0.25,LOCAL,BRI,0.24054,9.78378,0.205442,8,-5.7e-14,5.6e-16
R800,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z2,0.24054,5.64308,0.356188,8,-5.7e-14,5.6e-16
R800,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z4,0.24054,3.25481,0.617548,8,-5.7e-14,5.6e-16
R800,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z8,0.24054,1.08279,1.85631,8,-5.7e-14,5.6e-16
R1000,VALID,300,LI_CONT_xi0.25,LOCAL,BRI,0.249,10.1279,0.00448267,6,-9.3e-11,8.3e-13
R1000,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z2,0.249,5.71213,0.00794799,6,-9.3e-11,8.3e-13
R1000,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z4,0.249,3.22165,0.0140922,6,-9.3e-11,8.3e-13
R1000,VALID,300,LI_CONT_xi0.25,LOCAL,ISO_z8,0.249,1.02479,0.0443016,6,-9.3e-11,8.3e-13
A600,VALID,300,LI_CONT_xi0.5,LOCAL,BRI,0.0817867,3.32661,0.67937,16,5.9e-12,3.4e-12
A600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z2,0.0817867,2.80472,0.805786,16,5.9e-12,3.4e-12
A600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z4,0.0817867,2.3647,0.955724,16,5.9e-12,3.4e-12
A600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z8,0.0817867,1.68093,1.34449,16,5.9e-12,3.4e-12
R500,VALID,300,LI_CONT_xi0.5,LOCAL,BRI,0.157353,6.40019,0.589045,15,-3.6e-11,1.6e-11
R500,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z2,0.157353,4.54448,0.829577,15,-3.6e-11,1.6e-11
R500,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z4,0.157353,3.22683,1.16833,15,-3.6e-11,1.6e-11
R500,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z8,0.157353,1.6269,2.3173,15,-3.6e-11,1.6e-11
R600,VALID,300,LI_CONT_xi0.5,LOCAL,BRI,0.217568,8.84939,0.442969,9,1.4e-14,2.8e-16
R600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z2,0.217568,5.4176,0.723568,9,1.4e-14,2.8e-16
R600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z4,0.217568,3.31666,1.18191,9,1.4e-14,2.8e-16
R600,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z8,0.217568,1.24305,3.15354,9,1.4e-14,2.8e-16
R800,VALID,300,LI_CONT_xi0.5,LOCAL,BRI,0.238933,9.71841,0.206824,8,2.8e-14,3.3e-16
R800,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z2,0.238933,5.62913,0.357071,8,2.8e-14,3.3e-16
R800,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z4,0.238933,3.26052,0.616467,8,2.8e-14,3.3e-16
R800,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z8,0.238933,1.0939,1.83746,8,2.8e-14,3.3e-16
R1000,VALID,300,LI_CONT_xi0.5,LOCAL,BRI,0.248924,10.1248,0.00448405,6,-1.8e-10,1.3e-12
R1000,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z2,0.248924,5.71154,0.00794882,6,-1.8e-10,1.3e-12
R1000,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z4,0.248924,3.22197,0.0140908,6,-1.8e-10,1.3e-12
R1000,VALID,300,LI_CONT_xi0.5,LOCAL,ISO_z8,0.248924,1.02531,0.0442791,6,-1.8e-10,1.3e-12
A600,VALID,300,LI_CONT_xi1,LOCAL,BRI,0.0626867,2.54973,0.886368,13,1.2e-11,2.1e-12
A600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z2,0.0626867,2.24008,1.00889,13,1.2e-11,2.1e-12
A600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z4,0.0626867,1.96804,1.14835,13,1.2e-11,2.1e-12
A600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z8,0.0626867,1.51905,1.48777,13,1.2e-11,2.1e-12
R500,VALID,300,LI_CONT_xi1,LOCAL,BRI,0.133121,5.41457,0.69627,18,-1.1e-11,1.2e-11
R500,VALID,300,LI_CONT_xi1,LOCAL,ISO_z2,0.133121,4.06894,0.926531,18,-1.1e-11,1.2e-11
R500,VALID,300,LI_CONT_xi1,LOCAL,ISO_z4,0.133121,3.05773,1.23294,18,-1.1e-11,1.2e-11
R500,VALID,300,LI_CONT_xi1,LOCAL,ISO_z8,0.133121,1.72677,2.18327,18,-1.1e-11,1.2e-11
R600,VALID,300,LI_CONT_xi1,LOCAL,BRI,0.204888,8.33366,0.470381,9,-4.3e-14,3.1e-16
R600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z2,0.204888,5.26856,0.744036,9,-4.3e-14,3.1e-16
R600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z4,0.204888,3.3308,1.17689,9,-4.3e-14,3.1e-16
R600,VALID,300,LI_CONT_xi1,LOCAL,ISO_z8,0.204888,1.33126,2.94459,9,-4.3e-14,3.1e-16
R800,VALID,300,LI_CONT_xi1,LOCAL,BRI,0.235004,9.55861,0.210282,8,0.0e+00,5.0e-16
R800,VALID,300,LI_CONT_xi1,LOCAL,ISO_z2,0.235004,5.59387,0.359322,8,0.0e+00,5.0e-16
R800,VALID,300,LI_CONT_xi1,LOCAL,ISO_z4,0.235004,3.27364,0.613996,8,0.0e+00,5.0e-16
R800,VALID,300,LI_CONT_xi1,LOCAL,ISO_z8,0.235004,1.12116,1.79279,8,0.0e+00,5.0e-16
R1000,VALID,300,LI_CONT_xi1,LOCAL,BRI,0.24875,10.1177,0.00448718,6,-6.1e-10,2.7e-12
R1000,VALID,300,LI_CONT_xi1,LOCAL,ISO_z2,0.24875,5.7102,0.00795069,6,-6.1e-10,2.7e-12
R1000,VALID,300,LI_CONT_xi1,LOCAL,ISO_z4,0.24875,3.2227,0.0140876,6,-6.1e-10,2.7e-12
R1000,VALID,300,LI_CONT_xi1,LOCAL,ISO_z8,0.24875,1.0265,0.0442281,6,-6.1e-10,2.7e-12
